26873	5	28209
19534	3	19531
31537	3	31833
8795	1	24771
27899	2	27902
13725	5	13903
7493	0	7478
31920	1	4837
32549	4	30062
35304	5	35326
9643	5	9760
28487	2	28992
36313	5	36980
36313	5	36340
33093	4	30082
35193	5	35194
36690	5	36873
21953	3	21952
21937	3	21936
13241	5	13244
34523	3	34295
28486	2	29214
8295	5	8346
26891	5	26252
10577	5	11879
18570	3	18569
32806	4	30245
26251	9	4179
17596	1	9678
21820	3	38995
36379	5	36391
13792	1	20551
23398	1	5367
34253	5	34484
6040	1	26678
27564	2	27566
28624	2	28633
5135	1	9103
34253	5	34263
8426	5	8459
28419	2	28424
40571	3	40570
5192	1	9485
24803	3	24802
38212	3	38012
18166	2	16623
36136	5	36183
33009	4	30692
11012	1	1705
11076	1	691
10595	1	31739
5989	9	2681
15045	1	31437
28320	2	27758
27770	2	27772
12068	1	15364
1679	3	4485
11690	5	11691
1365	1	1831
28229	5	29730
32559	4	29706
28159	5	29774
32456	3	31689
19862	3	19860
5322	1	6152
10366	1	1753
24361	3	24359
33700	5	33714
2558	3	2556
28864	2	29039
29005	2	27687
27999	2	28000
28668	2	28672
22607	3	22606
28005	2	28189
16598	1	22645
34115	5	34176
35544	5	35545
10695	5	10697
36376	5	36379
12257	5	12278
28230	5	31320
24897	3	24896
28876	4	29197
7613	5	7641
29319	2	28759
8723	5	8726
36136	5	36206
2728	2	25239
28876	2	29194
36340	5	36355
36340	5	36358
28798	2	28792
15635	3	15632
26304	5	30825
5039	3	5028
28726	2	28738
6167	10	3693
28396	3	28386
24898	3	24892
2054	10	8657
11693	0	2498
1172	3	1170
28063	2	27936
28032	2	29352
22631	3	22626
27693	5	29688
21962	3	21951
23106	2	23108
23106	2	23107
28227	5	29729
2511	3	2507
3750	1	21968
28386	2	28405
17498	2	16379
5012	3	5009
30418	3	31537
26899	5	31525
6282	3	6281
27691	5	29688
14469	5	14473
5009	1	30155
7605	1	2845
1470	10	1469
33009	4	29832
1315	1	25457
23280	3	23552
33126	4	30692
20582	1	11573
35304	5	35355
7263	5	10828
23570	1	9787
29053	2	28856
24162	1	16791
1551	1	8453
27688	5	29679
33864	5	33921
28271	2	28926
535	1	39348
32920	4	29937
33606	1	1005
7884	0	13199
35174	3	33409
20493	3	20492
32585	4	31870
17884	3	18777
27982	2	19354
27982	2	27987
17946	3	18039
35079	5	35095
19558	1	9319
29121	5	29237
38768	3	38767
22991	3	22989
28535	2	29014
26877	5	30101
1139	3	1137
20113	3	20112
29215	2	28858
1453	3	1449
31768	1	3447
32508	3	32511
28064	2	28928
1091	3	1093
28130	2	28132
14256	5	14274
3272	3	3257
35224	5	35225
35224	5	37636
26251	4	27023
11832	5	12117
10271	1	20323
16114	2	16921
27634	2	28959
33356	5	33361
29836	3	30618
24983	1	8713
38143	1	16598
39413	3	39391
33007	4	32185
21540	2	21647
27542	2	27791
33588	5	36079
17529	1	13157
34252	5	34891
28521	2	28522
19944	3	19942
32184	3	32185
10257	1	24563
22052	1	3232
17154	1	30567
10299	5	10302
24211	1	9572
23147	2	23130
35292	5	35297
26986	1	31158
11703	10	10834
36812	3	36810
25262	1	10283
26503	2	27033
10535	10	9645
26565	5	30865
35079	5	35121
31390	3	31411
18779	3	15542
4224	1	8081
37780	3	37779
20148	3	20147
36873	5	36893
16218	3	19440
18566	3	18565
13075	3	13073
26618	3	26760
21987	1	3337
19911	3	19909
39005	3	39004
28130	2	28131
32585	4	32281
14124	1	32015
7258	2	7118
22131	3	22127
28618	2	17677
15477	1	16893
10499	10	10669
28726	2	28728
32501	1	2751
25179	3	25178
31178	1	3618
31032	1	9361
27247	2	28371
17743	2	18004
5661	3	6557
40686	2	40936
844	1	7387
33126	4	29832
37452	5	37453
24157	3	24155
28692	2	28694
636	3	2074
11837	5	11854
19743	1	6615
18926	3	17863
33069	4	30691
5025	3	5018
23149	3	23092
28479	2	28984
18036	1	15686
22267	1	3480
18884	5	18622
22994	3	22989
27651	4	27544
27593	2	27607
36241	5	36280
38122	2	38180
32177	1	4443
27550	2	27553
28549	2	28554
33685	5	33695
28020	2	28022
35079	5	35107
12257	5	12273
20597	3	20595
32806	4	30516
5241	1	12756
476	3	466
754	10	756
12257	5	12267
701	10	3147
27575	5	29670
29319	2	28167
31110	3	30927
27085	5	7579
2781	3	2776
2077	3	2085
25338	3	25334
28752	2	28754
14811	3	14823
19243	2	19199
29317	5	29212
27706	5	29738
14124	3	14121
9760	5	9790
24682	3	24680
22315	1	5094
4793	3	4790
1709	1	1050
10227	1	25277
10369	1	1739
19793	1	10130
40861	2	40864
16081	2	18933
2531	3	2514
32546	4	31578
8480	3	8482
22047	3	22032
4710	1	31243
33007	4	31619
14951	3	15804
7258	2	7141
34586	5	34679
39854	3	39852
6364	3	6362
37838	3	23253
12064	1	4868
5121	3	5120
35224	5	35247
37137	5	37138
36980	5	36981
12992	5	13178
39585	3	39584
26743	3	26728
26566	3	26196
27823	5	29669
14163	5	14228
2358	3	2353
29506	1	22651
22817	3	22816
38952	3	38951
3019	3	1878
9935	3	9932
13691	3	13688
19243	2	16579
21643	3	21640
7046	4	5975
11014	3	10348
500	3	518
28549	2	29126
24748	1	9535
21636	2	21641
28564	2	29093
37636	5	37642
36456	3	33409
24211	3	24210
40591	2	40592
21702	2	28834
1454	0	477
16592	3	18208
37486	5	37113
5546	1	3371
23437	3	23429
31435	3	29838
1259	3	1254
9825	5	9837
37140	3	37139
30756	3	30910
29963	3	31578
15003	10	15052
24465	1	4834
19125	3	19568
510	3	492
23748	1	4488
14143	10	14142
36980	5	36999
384	1	24626
6727	3	6725
36061	5	36062
5261	1	1049
1467	1	40031
21634	3	20942
6954	1	39385
25277	3	25435
8095	5	8114
26978	5	32923
26978	5	32876
9019	5	9035
27938	2	27939
1127	1	4472
3554	3	3553
15052	10	15003
33454	3	33449
33984	3	33982
30576	3	32057
6269	9	22666
24639	3	24638
22059	1	646
4044	10	4042
24209	3	24208
31124	3	31146
38308	3	38285
28601	2	28604
24468	5	30951
2022	3	2024
30415	1	3212
27593	2	27605
23140	2	23165
26978	5	33063
27885	2	27890
18749	3	16882
26212	3	26210
36680	3	36678
30178	1	4250
28481	2	17485
12469	1	32244
7410	3	6720
31110	3	32266
28020	2	15921
28721	2	28723
26565	5	32727
29215	4	29197
10828	5	10857
28154	2	28140
28615	2	28616
22818	3	22816
15720	1	38768
26440	5	26444
9634	1	31292
3415	3	5201
35292	5	35293
24771	3	24769
3355	3	3352
22791	3	22790
24711	3	24709
29800	1	22758
8095	5	8100
28578	2	28582
5116	3	5113
7208	2	7048
28759	4	27543
8983	3	8975
9591	0	10095
28843	2	29139
32402	9	26428
23279	2	23705
19280	3	19078
26578	5	32428
28786	2	28802
40658	3	40651
27662	2	27679
30642	3	29546
9066	5	9068
33776	5	35736
23279	2	23704
29048	2	29045
12834	5	12848
3292	3	3284
9284	1	22196
32201	1	13872
28367	5	29651
26917	5	26531
16346	3	16694
40571	2	40870
27770	2	27775
19069	3	17844
26440	5	26443
32780	4	30687
33032	4	30652
8426	5	8505
15623	3	15598
23738	3	23730
27952	2	29295
37249	5	37250
27502	3	27501
26280	9	4179
5757	1	23690
19957	3	19956
25975	3	25914
17610	3	19133
6753	3	6751
18912	3	15677
1423	3	1410
32230	1	22059
16275	3	17124
28129	2	28147
28025	5	30146
29123	5	29237
26790	3	26786
28465	5	28607
3416	3	3414
3767	1	454
19061	3	18270
17323	5	17321
1857	3	1856
28608	2	28609
16841	1	22561
28361	2	28362
34404	3	34402
34893	5	34901
32549	4	32281
22355	3	22336
27971	5	28168
16804	1	2704
32548	4	30692
19358	1	8752
31663	1	16549
32548	4	29832
31458	3	30259
11714	3	11292
28925	2	28924
29215	2	29209
9825	5	9827
30227	3	29516
39774	3	39767
9972	1	39490
19124	3	17301
26283	2	26337
16390	3	17954
26612	3	27060
33685	5	33692
32043	1	8143
8758	10	8760
24983	3	24982
33484	5	33524
31796	3	30312
22858	3	22857
24802	1	2012
19169	3	16807
19788	1	1183
28613	2	28614
36682	5	36683
25316	3	25314
26870	5	28351
20747	3	20744
31662	3	30367
1224	3	1220
34703	5	34704
13974	3	13975
17943	1	501
23780	3	23773
33356	5	33363
11832	5	13977
36928	5	36929
29072	3	28841
258	3	253
6740	3	6737
11223	1	18779
24596	3	24594
6753	1	4745
9066	5	9070
24156	3	24155
17943	3	17973
26375	1	12900
35627	5	35630
540	3	6191
588	3	22678
28876	2	28858
28256	2	28258
26861	5	28371
2980	3	575
18919	2	19581
27706	2	29358
40755	3	40751
30090	3	30602
137	1	29246
10840	10	15885
26617	5	27703
27816	2	29087
15260	3	15819
4853	3	3590
33525	5	33527
3942	1	13683
36808	5	36812
36981	5	36982
22055	3	22027
40281	3	40252
17038	3	16024
5955	3	6312
14440	1	29811
2293	1	38007
36187	5	36215
32301	3	29856
27620	5	29765
19949	3	19948
12038	5	12043
2553	3	2555
1160	3	1147
19634	1	7162
3853	1	22367
7315	1	39326
6266	1	9682
10100	3	10097
23214	5	23932
21718	1	31353
19588	3	18836
7340	1	1243
16978	3	17850
7141	2	7164
26334	9	4179
28854	2	28999
32677	4	29698
11982	3	11978
28957	3	29008
29317	2	29079
1512	3	1503
31752	3	30550
29913	3	29624
3269	3	3257
40743	2	40793
8792	5	8794
13336	5	13343
34475	3	34474
28235	5	29733
22263	3	22258
887	1	3910
31850	3	31825
21555	2	21585
26304	5	31071
30691	3	30692
33047	4	32068
26632	3	26631
10723	3	7999
4602	1	17258
25294	1	3794
18350	1	31498
26562	5	30913
8916	3	8913
23080	3	24020
9080	5	9081
34223	5	34238
7204	3	7205
27287	3	27286
33229	2	20560
28783	5	29674
11670	3	11667
7760	3	7654
27550	2	27555
19073	3	19071
27828	2	27854
22111	1	5068
28635	2	29271
6105	3	6102
3444	1	27078
28474	2	28475
2292	10	2293
29572	5	29570
12257	5	12702
38680	1	3643
2012	3	2015
586	3	584
20093	3	20123
10833	10	10834
27941	2	29150
6982	0	6986
34053	5	34065
23279	4	23278
25066	1	12355
15414	5	15418
15052	1	1309
9329	5	9413
7258	2	7203
5075	3	5125
26571	3	26196
29231	2	29086
3347	3	3348
40853	2	40807
32784	4	31848
29094	2	29090
10954	1	16461
27550	2	27551
13365	5	13369
27367	3	27437
26578	3	26577
28159	2	17870
15885	10	10840
8577	1	16557
4325	10	3693
9885	5	12257
12686	3	12631
25195	3	25185
27854	4	27829
15414	5	15466
18409	3	18408
25280	3	25278
27694	5	27714
34930	5	34979
2566	3	2563
19434	3	16615
21019	3	27478
30687	3	31232
5850	1	30919
21702	2	29116
30236	3	32086
18945	1	7394
35161	5	35162
6961	1	5924
32559	4	31059
11454	5	11622
24068	3	24042
23254	3	23253
31875	3	31814
3955	3	3951
39901	1	16245
2410	3	2400
20458	3	20457
4532	1	23657
10125	1	25262
9106	5	9108
23832	3	23831
40843	3	40562
28244	2	28245
32464	1	10378
22293	3	22291
38419	3	38396
28521	2	19527
15050	10	15052
30040	3	29540
30677	3	31096
26116	3	26115
19432	3	16210
369	10	367
1088	3	1093
30128	3	30332
16707	1	29917
22226	3	22219
1058	1	40209
38943	3	38937
8203	1	16282
17441	3	19628
37740	3	37736
23057	3	23056
4273	3	4268
5138	3	5128
13313	1	30115
21934	3	21925
6087	3	6083
7448	0	3922
9038	1	5098
12236	1	24837
23155	2	23153
32481	1	11631
1426	3	3630
27971	5	27973
31501	3	30259
32593	4	31274
9824	1	31002
20493	1	10612
12249	3	12247
31039	3	29838
7458	1	16592
1451	3	1449
10834	10	10840
6151	3	6062
23613	3	23612
19941	3	19939
2227	1	25099
10224	3	10043
32739	4	31410
15322	3	15321
5891	3	5874
38086	3	38057
6692	3	6689
32932	4	31921
24230	3	24229
4019	3	4018
23056	3	22997
15380	1	5871
27542	4	29228
38933	3	38932
840	3	2433
15979	1	25104
1840	1	14291
28583	2	28584
27856	2	27778
39535	3	39533
29267	2	29294
22147	3	22146
28778	5	29674
23141	2	23103
23141	2	23101
39021	3	39019
38580	3	38579
22174	3	22172
26779	5	31754
10225	1	39486
26575	5	32731
7972	3	7971
40655	1	4018
35588	5	35658
24931	3	24953
31848	3	31997
4521	3	4548
10765	3	10680
8686	1	2163
23617	3	23615
22212	1	12319
22336	3	22333
7260	2	7089
3734	3	2230
24046	3	24043
20592	3	20591
5395	2	5286
3430	3	3417
26304	5	26305
9784	1	5138
26636	3	26630
1716	3	211
24404	3	24389
27458	1	1643
37827	9	2745
21034	3	21036
13630	1	3945
7696	5	7697
33382	5	37485
36636	5	36637
12992	5	13133
36910	5	36928
34253	5	34396
26870	5	27742
6735	1	16659
26870	5	28356
4044	3	3456
26607	5	27701
2638	3	2633
3041	1	19672
568	3	546
32722	4	30496
37440	5	37441
22050	3	22035
34253	5	34295
26363	5	26589
5394	9	22843
19797	1	4369
35422	5	35434
4472	3	4470
2657	1	39615
5052	3	5049
3680	1	873
22866	2	22867
39326	1	8606
32555	4	31572
23195	3	23209
25112	1	3123
16241	2	16319
16241	2	18718
23394	5	23398
28386	2	28404
24585	2	24587
3569	3	3489
37016	5	37017
1683	3	1666
2665	3	2649
7447	5	7452
1598	3	1585
26617	5	28295
5983	0	12878
30146	3	29680
38468	3	38456
5027	1	30386
26363	2	26591
5234	1	3554
40558	1	2971
22427	3	22383
5736	3	5686
37525	5	37526
33950	5	33991
36275	3	40542
29075	2	28228
37355	5	37356
30069	3	32470
9154	9	16
23143	2	23120
15228	3	15226
2738	1	1542
25349	3	25348
10765	1	1603
22120	3	22117
18491	3	19628
28334	2	28332
24282	3	24299
26917	5	26939
29781	3	35
3693	10	4325
10834	10	11703
2728	2	23728
32306	1	12385
26396	5	29861
6156	10	14365
12824	1	1431
20962	1	6982
14832	5	14837
32542	4	29698
30488	1	6586
27701	2	27702
23861	1	5422
21626	2	20938
32865	4	30576
4427	3	4423
4042	10	4044
6298	1	14017
8426	5	8462
8426	5	8502
26658	2	26668
3028	1	2816
2389	3	2384
17732	1	9656
14173	5	14180
15993	1	4622
36434	5	36435
24500	1	9043
33349	3	26131
5931	1	2511
33981	5	33984
31675	3	29934
15052	10	15050
2561	1	2276
16488	1	29679
28471	5	32525
4985	9	22568
25345	3	25339
6764	3	6741
23097	2	23096
6760	1	16299
24214	1	1908
3407	1	24533
22771	1	29967
3303	10	3302
21567	3	21565
13602	3	13615
13589	5	13678
9	3	20
16549	1	31663
26363	5	26590
4045	3	3562
28757	2	28696
22565	3	22542
35588	5	35608
4972	1	9430
30204	1	14931
1660	1	10574
26361	5	26732
35272	5	35274
24382	1	15652
7225	3	7227
12438	5	12516
19669	1	3150
34508	3	34507
14102	3	4902
26983	5	30287
23741	3	23740
26304	9	4179
28321	2	28324
15667	3	15845
7846	0	2615
1289	3	1287
22562	1	31714
4214	1	6202
26611	2	26614
32756	4	31146
27825	5	29669
3041	1	20522
27556	2	29095
9645	1	24349
13360	1	27463
38372	3	38288
12655	1	604
20241	3	20240
28643	2	28645
28920	5	29308
29215	2	28263
23606	1	4731
30661	1	2859
1010	3	1013
2585	10	2584
29246	1	137
39378	3	39373
11299	3	11448
24723	3	23603
24055	3	24042
26415	2	26416
28170	2	29150
2610	2	40897
34276	5	34277
6312	3	6295
27506	2	27316
17071	3	17131
7046	4	1245
5559	9	22860
6842	3	8704
13892	3	5683
36313	5	36334
11705	5	11716
27559	2	27703
27445	2	17876
28056	2	28060
11148	1	2519
27559	2	28295
21921	3	21920
21320	3	21287
17183	3	17922
11837	5	11843
34891	5	34893
22456	3	22455
26280	4	27023
12523	3	13234
5518	3	5513
22238	3	22237
39377	3	39373
28854	2	29201
1922	3	1921
23239	1	3842
19085	3	19303
2095	3	1917
11485	3	11484
1735	3	11239
31634	1	16041
5071	3	5065
27999	2	28004
14919	0	11561
22717	3	22716
17207	1	2478
9552	1	5200
21002	1	7856
22473	3	22469
5855	1	24435
39495	1	15548
10897	1	2510
29917	1	14311
6075	3	15711
23160	3	22983
14101	0	3475
38101	1	8319
10370	5	10442
39652	3	39640
26028	3	26027
9303	5	9313
31318	3	30434
33244	3	33308
27148	1	7873
37451	5	37462
29075	2	28212
32558	4	31059
30438	3	30437
17338	3	18429
7237	2	7122
21911	1	12480
23147	3	23302
27546	5	29650
28230	4	27303
1440	3	1436
12384	3	12381
20346	1	15977
27842	2	16785
28020	2	28021
17447	3	16044
11399	5	11405
7534	1	19541
9080	5	9085
1732	1	2169
24217	3	24212
19199	3	16579
24439	3	24387
32834	4	31124
10979	5	10980
4968	3	4956
33453	3	33449
31702	1	5371
14510	1	30694
36811	3	36810
28854	2	29359
24098	3	24092
11312	3	11308
24222	3	24220
15763	3	15762
22068	3	22066
11446	1	26236
26248	9	4179
26341	9	4179
28656	2	28657
23441	1	4602
22000	3	21999
27444	3	27442
3397	3	3398
28973	3	29266
23140	2	23124
35996	5	36016
23140	2	23125
7381	3	26131
24032	3	24029
6072	3	6071
39523	3	39522
13939	3	13937
24704	3	24701
25299	3	25297
40861	2	40863
26468	2	26451
36154	3	36152
20428	3	20426
35636	5	35640
11968	0	6390
39610	3	39607
6369	1	2360
4423	1	14634
1554	3	1552
27056	3	26247
21527	1	7816
23140	2	23110
11495	3	11480
4102	1	31709
21888	3	21887
32295	1	2730
10834	10	10833
16818	3	17905
26724	3	26722
2334	3	2323
38161	3	38127
27066	3	26369
19186	1	6891
30456	3	31811
12911	1	39658
29504	1	14246
16464	1	26415
11148	3	8713
2133	3	2132
6399	3	6398
6064	3	6062
1735	10	1733
2424	3	2421
21789	1	14685
24455	3	24529
24514	3	24513
31240	3	30602
33677	5	33678
2829	1	29017
27908	2	27917
21813	1	1509
35545	5	35546
32695	4	32068
4426	1	19908
21958	3	21951
38972	3	38971
4758	3	4753
21023	2	21035
10446	3	10445
1435	1	1469
3836	3	3888
38684	3	38683
24477	3	24476
30467	3	31280
19943	3	19942
28130	2	28135
6580	3	6582
4348	3	4347
2239	3	2237
27873	2	27875
1840	3	1838
28209	2	28210
5735	3	5702
6998	3	2589
19654	3	19653
19870	3	19869
1766	1	10940
39478	2	39777
20194	3	20193
25421	3	25420
2675	1	24966
11306	3	11304
5080	3	5059
27802	2	27808
28681	2	28685
32040	3	29516
23089	3	23088
34401	5	34404
19767	9	32839
26702	5	26774
2202	1	8022
30563	3	31996
6767	3	7808
40591	2	40593
6944	3	6942
10474	1	638
2522	3	2516
7692	10	7694
28056	2	28058
17447	1	6742
11083	1	693
1614	1	40396
24791	3	24790
3159	3	3158
28608	2	28610
25975	1	12499
18776	2	18405
5204	3	5128
11098	3	11094
14820	1	32408
22149	3	22148
4602	3	4592
1766	3	1757
2894	3	1185
23175	1	4433
615	1	8335
19109	3	18887
2876	1	12149
10628	0	14477
5704	3	5384
2048	1	1914
27536	5	29659
8307	1	32116
24366	9	22696
28857	4	28963
23214	5	23934
24444	3	24443
17649	3	17922
24669	1	4721
7848	1	31243
27142	3	26959
8360	3	7384
22111	3	22110
6234	1	18756
17060	3	17866
17431	3	17668
9872	1	40898
5542	3	5540
2349	3	2359
17795	1	31032
13730	0	749
26614	3	27060
11395	1	1716
10988	1	16282
5761	3	3908
928	3	9050
26870	5	27727
17281	3	17534
20059	3	20058
11898	3	11724
27668	2	28296
10252	1	25369
11594	1	25005
9505	5	9534
4402	1	32500
11408	1	329
38373	3	38288
6542	1	5875
38322	3	38285
7598	3	26131
1602	3	1585
6683	3	6667
19044	3	16823
22196	1	9284
3596	1	32225
29928	3	35
30394	3	35
12153	5	12176
26648	3	26644
28701	2	29127
21702	2	28952
6835	3	6822
1673	1	10801
32637	4	31060
4283	0	4280
26334	4	27023
23501	3	23500
3795	1	22049
14893	1	31857
36135	5	36136
7009	3	1349
22868	3	24384
2127	1	40184
21714	1	10909
37486	5	37494
2779	3	2776
26721	1	14997
17285	3	18889
7263	5	13241
33776	5	33797
14949	3	6614
23279	2	23706
32822	4	31705
29494	9	26211
38446	3	38429
33484	5	33507
6957	3	5621
25175	1	2410
33950	5	34089
36690	5	36741
21511	2	21091
28032	2	28048
8295	5	8360
1464	1	1234
21428	2	21431
35562	5	35579
33137	4	32068
7202	3	7205
27587	2	27589
40640	3	40622
30170	9	26419
28343	2	28347
33587	5	34880
32825	4	30637
23260	3	23259
20648	3	20645
31920	3	30639
4945	1	22151
2641	1	5276
5882	3	5877
14218	1	26993
19156	3	18492
28063	2	28456
22002	3	22001
11975	1	21759
22447	3	22445
23689	3	23668
14258	1	5738
37969	1	1657
32631	4	30622
40630	2	40625
6518	10	6515
14722	3	14719
35928	3	35927
34139	5	34149
32464	1	10373
35639	3	35637
26233	3	26231
21552	3	21551
36187	5	36217
30883	3	31677
11758	1	2001
20014	3	20013
38748	1	15744
24722	3	24714
11637	1	25148
29664	3	29658
6176	3	6096
11399	5	11410
34015	5	34032
10260	3	10263
30104	3	30294
28355	2	28357
24990	3	24989
6693	1	32313
22629	3	22628
36620	5	36621
13414	9	3338
6244	3	6243
26793	5	30346
6065	3	4201
2988	1	9629
1644	1	10776
34147	3	34146
13792	3	15553
38425	3	38397
10695	3	26132
19496	3	17653
37288	5	37289
28869	2	27883
28768	2	28771
1250	1	14233
25584	1	6508
26719	5	31607
34139	5	34142
29646	3	30501
8709	5	8711
7036	1	19820
40936	3	40935
5006	3	4988
18855	5	18853
37785	1	12590
21281	2	21283
14173	5	14184
15824	3	15821
23454	1	10139
36407	3	36406
37456	3	37454
10896	3	10780
8044	5	8051
2042	1	8824
38493	3	38302
27082	5	30200
26891	3	27159
5280	3	4821
7818	1	2388
27574	5	29660
12351	0	5741
27627	2	28197
12092	3	12090
16549	1	31662
31124	3	30320
36627	5	36632
8824	3	7988
37733	3	37730
10237	3	10148
3854	0	4290
12964	3	12971
28745	2	28746
5504	1	23089
17478	3	17668
30652	3	31572
13315	0	8937
28431	2	28434
24333	7	29575
22993	1	16585
3265	1	30208
33475	3	40542
27856	2	27852
34139	5	34145
34139	5	34152
9643	5	9726
6993	3	6989
29598	3	29599
23214	5	23933
23155	2	23154
11016	2	25864
37020	5	37063
24140	3	24139
23886	1	5293
28032	2	29236
31251	1	3562
681	1	21970
37100	5	37102
37100	5	37101
7759	1	759
26984	3	26860
4489	3	4485
27640	2	27545
10790	3	10789
26881	3	26796
4252	1	30104
19694	3	19693
6651	1	18540
7414	3	8836
24522	3	24517
27010	5	31355
34291	5	34296
507	3	207
8413	3	8403
23173	1	15929
38712	3	38711
638	3	635
21047	2	21052
10724	3	7999
25331	3	25328
26870	5	27747
7699	10	8330
15877	3	15284
19113	3	17232
24778	1	13027
27828	2	27860
3950	10	9094
23141	2	23100
17961	3	17153
22807	1	32155
19743	1	11154
8040	1	38522
18391	3	15820
31484	1	37650
28487	2	29278
4266	1	13062
27706	2	27713
31729	3	30720
6567	1	14876
5293	3	4562
14418	0	6251
5322	3	5296
27950	5	29663
27445	2	17085
10220	3	10219
2790	1	40433
23725	3	23724
284	3	254
5934	1	11382
8404	5	8872
31429	1	22557
17402	1	117
9120	3	9119
30204	1	6352
31296	1	14009
32904	4	30316
21515	3	21624
39388	3	39387
12992	5	13210
11592	5	11597
33700	5	33727
3797	3	3793
3033	1	33326
18792	3	16937
33326	1	3033
33129	4	31220
5644	3	5638
8041	10	8040
20480	3	20478
38347	3	38288
3693	10	6167
